,化学,历史,地理,姓名,学号,性别,数学,物理,班级,生物,英语,语文,手机
2748,87,90,97,汪法方,102748,0,56,95,19,77,59,90,13657731911
2749,76,90,88,薛那员,102749,1,83,61,20,68,59,93,13023392322
2750,79,81,93,史电员,102750,0,87,54,21,87,64,74,13523609832
2751,61,86,74,姜一间,102751,0,89,100,22,65,74,73,13373601702
2752,100,91,91,谢上变,102752,0,67,61,23,92,73,94,13529076923
2753,95,81,86,侯本全,102753,0,51,70,24,84,86,90,13142126029
2754,89,94,86,韦月员,102754,1,59,65,25,96,62,75,13968048607
2755,97,78,94,曹军因,102755,0,74,56,26,73,78,76,13675709798
2756,84,75,73,吴方经,102756,0,98,53,27,69,67,88,13322213655
2757,69,87,76,胡业年,102757,1,87,76,28,96,59,95,13587838866
2758,95,90,83,顾用瑶,102758,1,72,81,29,65,95,69,13787675145
2759,72,95,100,杨乐公,102759,0,73,72,30,78,78,73,13737322677
2760,72,95,71,张那变,102760,1,65,90,31,71,92,67,13552916575
2761,77,76,99,刘所依,102761,1,86,49,32,97,87,84,13946213987
2762,95,93,90,毛瑶可,102762,0,76,59,33,75,83,75,13089812007
2763,92,76,89,傅员果,102763,0,87,100,34,69,65,75,13724823190
2764,57,81,86,汤公悦,102764,1,82,95,35,90,93,66,13331175498
2765,69,93,98,何个涵,102765,1,81,95,36,86,68,65,13768013169
2766,62,82,94,金运得,102766,0,58,58,37,95,78,74,13156248655
2767,73,89,88,陈作珍,102767,0,61,73,38,74,88,81,13622225588
2768,97,82,96,方地新,102768,0,70,63,39,69,72,77,13044068104
2769,92,82,95,魏革质,102769,0,85,94,40,91,76,82,13816617216
2770,76,77,72,区理业,102770,1,49,86,41,78,95,73,14035957243
2771,58,87,88,段来莹,102771,0,66,61,42,81,74,94,13234655760
2772,72,87,90,韦理部,102772,1,50,47,43,66,92,84,13790657542
2773,71,87,76,叶并倩,102773,1,97,66,44,99,72,69,13375073732
2774,81,90,97,崔革起,102774,0,50,79,45,83,72,82,13846449206
2775,95,79,76,薛丽所,102775,1,55,56,46,72,74,85,13874269961
2776,57,83,89,汤雪经,102776,1,59,95,47,79,77,81,13952535619
2777,75,86,74,刘理道,102777,1,81,64,48,92,97,70,13744027096
2778,85,87,72,汤瑶经,102778,1,100,85,49,94,90,75,13989516554
2779,84,83,88,邱学生,102779,1,54,56,50,66,71,81,13767632418
2780,56,89,99,夏明小,102780,0,59,53,51,99,66,91,13528725280
2781,59,89,71,姜个动,102781,0,63,50,52,70,91,82,13230694326
2782,86,89,84,叶来在,102782,1,83,53,53,86,84,72,14076522938
2783,100,76,79,邢点新,102783,1,50,97,54,100,95,83,13868875216
2784,98,75,70,邢治运,102784,1,66,96,55,86,98,74,13957001712
2785,61,87,84,史所作,102785,1,81,47,56,88,88,95,13990796162
2786,71,78,85,方所美,102786,1,63,73,57,100,74,90,13361429876
2787,86,92,83,岳相进,102787,0,74,54,58,92,84,70,13368198277
2788,72,86,85,聂梅生,102788,1,90,83,59,100,82,83,13012746256
2789,69,89,98,侯灵艺,102789,1,81,83,60,73,84,95,13879387865
2790,86,85,86,牛和月,102790,1,74,66,61,89,60,75,13263175001
2791,95,81,72,段间质,102791,1,74,81,62,81,60,77,13044422569
2792,77,83,80,施同个,102792,1,79,80,63,73,78,88,13055262936
2793,96,88,82,郑利比,102793,0,64,72,64,73,72,65,13372766279
2794,85,79,83,沈成动,102794,0,58,99,65,98,82,65,13227612450
2795,59,92,95,韩花方,102795,0,81,68,1,66,88,80,14053399308
2796,58,91,100,董莹意,102796,0,69,53,2,84,66,73,13876541659
2797,90,77,85,郑展治,102797,1,97,98,3,82,86,85,13479281049
2798,82,78,97,文希起,102798,1,49,54,4,78,60,94,13160637023
2799,88,84,77,萧成丽,102799,0,72,90,5,75,84,72,13516544356
2800,82,91,96,聂瑶生,102800,0,93,78,6,93,82,70,13423147732
2801,55,85,78,江有地,102801,1,74,78,7,92,94,86,13412051472
2802,82,94,87,张上建,102802,0,94,63,8,67,84,78,13383315192
2803,94,94,73,叶样丽,102803,0,57,90,9,94,96,80,14012263993
2804,60,76,80,徐本为,102804,0,87,78,10,79,64,66,13486605706
2805,65,89,97,段行通,102805,0,75,86,11,88,60,88,13970999872
2806,74,88,91,翟艺经,102806,1,61,89,12,70,60,70,13342617339
2807,78,93,91,罗和间,102807,0,57,89,13,71,67,89,13170607950
2808,93,82,89,宋革相,102808,1,45,97,14,79,98,90,13791623971
2809,97,95,94,朱电机,102809,0,65,72,15,96,79,86,13623762732
2810,85,83,94,汤用心,102810,1,56,48,16,67,98,87,13426683032
2811,56,83,85,孙变北,102811,0,47,89,17,82,93,67,13099431527
2812,97,95,99,林彤一,102812,0,94,98,18,87,82,78,13419813916
2813,91,92,72,顾然蕊,102813,0,59,66,19,80,73,68,13341022050
2814,92,80,91,林国地,102814,1,49,96,20,79,60,75,13233849037
2815,74,83,78,赵花机,102815,0,73,95,21,85,70,65,13928503065
2816,55,83,76,邵原意,102816,0,74,56,22,66,77,80,13346064066
2817,98,89,75,汪革中,102817,1,75,59,23,92,59,80,13185306862
2818,81,80,96,钱成一,102818,0,67,88,24,99,73,94,14073793127
2819,64,89,95,傅经莹,102819,1,59,73,25,67,93,79,14086114745
2820,83,93,74,袁部正,102820,0,80,62,26,82,62,70,13090966830
2821,68,81,74,魏花莹,102821,0,100,66,27,100,61,71,13534023376
2822,66,89,73,邱大莹,102822,0,62,62,28,90,83,91,13840388122
2823,57,86,89,谭子和,102823,1,61,72,29,84,90,90,13514377870
2824,83,77,83,聂工心,102824,1,65,81,30,66,79,69,13540187826
2825,57,85,87,徐作作,102825,0,86,92,31,88,62,70,13047509239
2826,83,88,78,唐长晴,102826,1,77,87,32,78,91,70,13571517696
2827,57,92,83,宋为和,102827,0,69,93,33,83,70,77,13865667562
2828,56,86,73,牛是来,102828,0,81,56,34,95,79,89,13542298356
2829,100,85,88,熊琳在,102829,0,100,52,35,72,84,78,13492268748
2830,80,84,71,聂花莹,102830,0,55,91,36,99,80,85,13044452279
2831,87,87,80,雷理丽,102831,0,97,85,37,93,59,80,13667903125
2832,82,83,91,牛丽花,102832,1,74,69,38,68,78,95,13979351296
2833,76,95,77,陶政时,102833,1,90,48,39,86,70,91,13952739179
2834,76,95,82,段小个,102834,0,78,84,40,84,72,77,13845876276
2835,73,86,84,章雪来,102835,1,46,90,41,65,79,87,14025571299
2836,80,90,80,萧平变,102836,1,84,59,42,72,86,67,13842069270
2837,88,91,93,谢莹展,102837,0,89,87,43,89,64,69,13139572265
2838,82,84,93,申展动,102838,1,48,88,44,90,93,89,13381732069
2839,96,81,77,聂动蕊,102839,0,76,82,45,80,96,72,13424527150
2840,72,83,95,徐希倩,102840,0,73,84,46,92,59,93,14047921605
2841,79,84,79,任电依,102841,0,89,56,47,75,59,92,13873154257
2842,62,92,93,曹革动,102842,1,46,58,48,84,95,91,13754364359
2843,96,93,80,叶社了,102843,0,46,48,49,70,87,67,13081007044
2844,81,81,92,翟革那,102844,0,89,85,50,99,84,81,13578608060
2845,56,95,99,徐玉在,102845,1,50,93,51,92,64,65,13835693830
2846,98,79,81,杨定是,102846,1,58,84,52,98,94,76,14092182191
2847,90,91,79,梁明月,102847,1,50,46,53,77,81,93,13289092547
2848,99,88,71,董方义,102848,0,49,74,54,66,90,74,13027546585
2849,66,87,99,李沫平,102849,0,86,95,55,81,70,72,13020712621
2850,87,86,92,岳在根,102850,1,76,75,56,73,85,86,13616267924
2851,58,95,74,安梅得,102851,1,47,89,57,97,69,85,13042502558
2852,59,76,75,沈蕊大,102852,1,79,84,58,84,95,76,13322088561
2853,81,84,95,葛正能,102853,0,60,85,59,71,79,90,13561032952
2854,85,84,98,颜有所,102854,0,81,55,60,82,90,72,13020029565
2855,73,80,74,金黻及,102855,0,95,96,61,92,84,81,13072753627
2856,88,81,74,施依有,102856,0,67,46,62,70,85,81,13049548959
2857,81,87,91,薛好正,102857,1,73,87,63,97,61,75,13183315714
2858,76,78,100,尹平蕊,102858,1,80,87,64,95,71,83,13559726767
2859,57,78,84,俞动立,102859,0,88,95,65,96,69,70,13213182696
2860,88,84,73,姜生革,102860,1,87,90,1,85,85,81,13523424424
2861,91,93,70,彭玉中,102861,0,97,68,2,85,83,76,13144049092
2862,56,75,82,郭业艺,102862,0,83,90,3,82,89,70,14014572442
2863,79,77,85,彭可上,102863,1,77,77,4,76,93,92,14078268348
2864,99,85,77,罗公质,102864,0,93,80,5,71,81,89,14038177301
2865,100,90,71,常经变,102865,0,82,86,6,79,60,74,13978525504
2866,96,75,81,翟学点,102866,0,87,74,7,93,97,80,13846335703
2867,65,87,79,唐珍根,102867,1,68,74,8,97,97,79,13215332355
2868,89,82,81,傅社运,102868,0,58,74,9,85,71,83,13627524805
2869,73,79,75,萧志彤,102869,1,100,96,10,67,59,69,13294253632
2870,97,83,95,黄各年,102870,1,63,56,11,98,67,70,13980872171
2871,75,86,95,安个工,102871,0,79,57,12,70,67,66,13852072567
2872,73,81,89,赵灵玉,102872,0,70,92,13,91,87,82,13952343677
2873,86,84,74,庞革原,102873,1,94,60,14,79,80,86,13189688287
2874,81,91,100,陈象上,102874,1,59,82,15,70,98,83,13760867658
2875,85,77,70,袁瑶乐,102875,0,57,67,16,72,72,90,13236521422
2876,94,89,76,韦灵机,102876,0,78,78,17,68,72,81,13289798254
2877,86,92,84,熊莹有,102877,0,80,56,18,80,98,70,13732544330
2878,76,85,71,萧小时,102878,0,84,48,19,97,81,94,13464408154
2879,97,85,94,高方彤,102879,1,47,62,20,92,97,87,13999188486
2880,71,80,87,章同可,102880,1,56,95,21,81,75,74,13450606692
2881,91,83,70,萧经得,102881,1,60,88,22,80,77,89,13075098468
2882,60,89,99,秦学样,102882,1,62,62,23,82,85,76,14081852948
2883,56,92,79,林及心,102883,1,57,74,24,95,64,71,13919981484
2884,72,75,74,钟所原,102884,1,70,57,25,74,96,81,13970432351
2885,70,82,70,颜合是,102885,0,54,64,26,68,70,70,14032153151
2886,73,92,72,邱玉黻,102886,0,51,55,27,78,68,95,13626273097
2887,63,82,75,孔电质,102887,1,66,92,28,65,98,91,13535071645
2888,62,90,76,宋发国,102888,1,97,45,29,91,71,79,13667529345
2889,87,89,83,顾在黻,102889,1,78,96,30,69,64,90,13448552405
2890,70,86,74,顾生公,102890,1,91,58,31,84,96,67,13567849576
2891,80,93,99,贺政点,102891,1,64,99,32,76,75,79,13853785093
2892,98,76,95,谢机上,102892,0,66,87,33,80,94,87,13660867574
2893,77,81,86,李建长,102893,0,92,49,34,69,85,76,13124622486
2894,61,85,80,区花长,102894,0,99,79,35,76,87,72,13845638051
2895,76,90,94,曾民来,102895,1,72,49,36,76,79,81,13840172306
2896,76,87,91,陆起所,102896,1,50,81,37,96,83,86,13583446554
2897,72,93,97,叶用北,102897,0,67,97,38,79,77,93,13845545152
2898,99,77,93,苏方玉,102898,0,88,61,39,82,83,95,13539411647
2899,100,84,72,曹全梅,102899,0,68,69,40,69,69,80,13096894937
2900,77,82,90,赫实黻,102900,1,83,79,41,93,76,72,13162441706
2901,93,77,83,翟地军,102901,0,86,50,42,65,96,94,14056139580
2902,79,94,87,安行倩,102902,0,66,69,43,97,82,67,13379216621
2903,82,84,89,邵个生,102903,0,80,78,44,78,85,76,13785838151
2904,94,87,88,樊志晗,102904,0,80,79,45,97,88,94,13888966582
2905,58,79,95,方文并,102905,0,55,96,46,70,77,71,13756212303
2906,59,91,91,段合晴,102906,1,60,55,47,81,86,66,13173198672
2907,81,91,75,阳质个,102907,0,77,85,48,91,61,79,13640005416
2908,90,80,88,彭不变,102908,1,48,56,49,68,82,90,13841774076
2909,63,82,76,沈同原,102909,1,56,100,50,88,86,73,14042602340
2910,74,80,96,雷莹重,102910,1,45,90,51,83,88,93,13948845225
2911,88,94,78,梁表依,102911,0,81,95,52,75,98,66,14041612001
2912,69,84,92,孟法茜,102912,1,96,92,53,71,96,84,13069038050
2913,84,80,89,邢黻多,102913,1,95,76,54,78,83,83,13349105223
2914,93,78,83,顾是民,102914,1,89,79,55,89,64,86,13161953933
2915,95,78,100,葛和及,102915,1,65,77,56,96,86,80,13566961249
2916,58,83,97,潘年中,102916,0,58,79,57,90,98,89,13133565090
2917,90,79,80,陈立蕊,102917,1,90,83,58,80,95,92,13886161607
2918,78,78,98,杨珍珍,102918,0,57,65,59,87,97,95,13465304618
2919,61,82,72,秦倩比,102919,0,50,87,60,74,61,68,13280464188
2920,79,85,83,任形多,102920,0,79,83,61,92,77,72,13755836534
2921,93,82,79,王悦分,102921,1,89,82,62,92,84,90,13169055760
2922,67,89,85,杨在多,102922,0,50,64,63,91,72,65,13355052131
2923,90,93,91,吴然电,102923,0,65,82,64,79,96,75,13111689841
2924,59,93,95,龙因时,102924,0,50,89,65,90,63,94,13529223052
2925,98,90,99,傅瑶美,102925,0,56,74,1,79,82,87,13139561140
2926,68,88,92,樊方本,102926,0,77,100,2,96,83,80,13359397587
2927,76,79,91,章雪用,102927,1,91,60,3,85,75,94,13061068346
2928,79,84,84,周地式,102928,0,81,54,4,87,79,86,13376257531
2929,58,78,91,谭运方,102929,1,52,75,5,92,64,82,13669447080
2930,96,84,96,金学月,102930,1,93,94,6,67,86,76,13213984739
2931,58,87,82,文可能,102931,0,64,63,7,72,97,91,13085321592
2932,85,88,85,尹所比,102932,0,56,64,8,86,85,94,14098105326
2933,72,80,91,夏行月,102933,0,61,85,9,80,61,81,13330868881
2934,63,95,95,叶同表,102934,0,68,56,10,73,85,67,13326771348
2935,97,79,88,乔在用,102935,1,63,66,11,94,84,75,14042856558
2936,86,77,88,区子玉,102936,0,71,96,12,73,91,87,13991803655
2937,55,76,87,孙政所,102937,0,95,80,13,91,81,92,13330282602
2938,99,80,79,区成同,102938,0,62,86,14,77,73,78,13228356389
2939,70,89,89,邢治为,102939,1,53,68,15,90,72,68,13453782320
2940,67,79,91,陈动黻,102940,0,55,96,16,95,97,95,13637746308
2941,88,76,80,雷通于,102941,0,55,52,17,71,96,83,13739742897
2942,77,92,83,潘雪于,102942,1,69,87,18,93,64,86,13422259438
2943,80,91,93,牛同悦,102943,1,100,76,19,87,59,90,13690402465
2944,99,77,85,钟及工,102944,1,54,88,20,100,82,82,13494812800
2945,74,91,96,吴倩本,102945,1,74,74,21,71,78,86,13156103867
2946,63,77,97,段然志,102946,0,78,57,22,93,83,71,13932149286
2947,72,80,88,董公经,102947,0,63,96,23,68,71,85,14044514785
2948,98,92,90,高黻那,102948,1,77,85,24,71,82,90,13439619482
2949,74,84,75,常运根,102949,0,52,94,25,78,95,93,13550761329
2950,63,92,94,翟涵有,102950,1,100,89,26,71,84,65,14033515043
2951,91,75,71,莫并比,102951,0,67,90,27,91,67,83,13039274840
2952,77,94,93,葛理好,102952,0,92,77,28,94,65,88,13656404453
2953,70,79,93,文彤比,102953,0,58,66,29,80,89,77,13355335105
2954,61,91,71,梁梦雪,102954,0,76,56,30,85,95,84,13077961559
2955,76,90,73,姜月样,102955,0,63,94,31,83,76,88,13914798411
2956,67,88,89,邵个悦,102956,0,98,61,32,96,98,83,13379412352
2957,89,83,88,袁莹学,102957,1,55,47,33,69,96,75,13749777811
2958,76,89,70,高法机,102958,0,82,80,34,96,67,77,13529196096
2959,68,84,84,秦意法,102959,0,62,83,35,74,97,72,13330224374
2960,64,81,87,俞茜和,102960,0,62,91,36,88,89,69,13046436655
2961,58,88,88,铁同各,102961,1,95,82,37,76,67,66,13134242273
2962,81,76,72,郑并关,102962,1,76,46,38,76,81,93,13492166296
2963,61,91,95,温果于,102963,1,73,91,39,91,79,82,13877672471
2964,79,95,84,王不比,102964,0,75,92,40,66,72,76,14035107789
2965,88,89,91,崔花相,102965,0,97,69,41,75,66,92,13457318854
2966,70,90,80,章可根,102966,0,93,78,42,70,74,88,13969128874
2967,58,78,93,许本比,102967,1,87,77,43,88,84,70,14090355777
2968,83,78,94,刘分琳,102968,0,93,100,44,97,93,83,13793579915
2969,55,89,78,梁彤悦,102969,0,81,53,45,90,95,67,13127217216
2970,59,77,90,蓝长利,102970,0,91,95,46,67,65,83,13348038990
2971,99,86,85,田比比,102971,1,46,88,47,67,80,65,13020262402
2972,71,81,90,丁学利,102972,0,48,89,48,84,71,94,13912285295
2973,90,75,73,易形依,102973,0,92,92,49,82,76,77,13578495203
2974,87,92,72,江经用,102974,0,58,99,50,79,92,69,13542419010
2975,82,83,97,齐义象,102975,1,62,73,51,73,73,93,13452171703
2976,63,85,80,梁因业,102976,1,74,80,52,95,97,90,13295046713
2977,96,87,93,丁质心,102977,0,88,51,53,100,69,92,13673591856
2978,100,81,99,崔新国,102978,1,49,86,54,96,62,90,13080876134
2979,95,79,81,莫在可,102979,1,73,49,55,78,98,93,14032569555
2980,80,77,71,谭能因,102980,0,96,74,56,100,93,91,13482507237
2981,81,84,79,董晴义,102981,1,53,59,57,98,92,76,13461669846
2982,71,79,85,秦义晴,102982,0,76,64,58,65,94,85,13578464933
2983,77,88,75,侯经沫,102983,1,76,75,59,78,87,78,14083351146
2984,76,81,95,傅蕊心,102984,1,68,53,60,78,68,83,13358361152
2985,94,80,75,翟各经,102985,0,69,54,61,77,69,92,13263786556
2986,83,85,74,曾黻来,102986,1,86,92,62,82,65,66,13535965080
2987,62,91,92,贺沫一,102987,0,64,89,63,90,98,73,13150055946
2988,60,78,89,高立学,102988,0,85,48,64,67,80,94,13055454758
2989,86,83,93,许茜然,102989,0,72,65,65,81,63,65,13263517437
2990,80,80,90,孙有一,102990,1,73,51,1,72,90,87,13036908991
2991,85,79,84,钟时玉,102991,0,83,50,2,85,73,76,13564872118
2992,55,88,89,牛一平,102992,0,59,85,3,91,70,85,13796184047
2993,60,77,87,万原可,102993,0,82,79,4,79,71,93,13446694571
2994,96,92,89,庞重一,102994,0,66,57,5,79,78,85,13867215670
2995,85,86,85,钟晗本,102995,0,59,94,6,69,93,72,13548556498
2996,89,91,79,俞公于,102996,1,68,74,7,92,95,85,13189636462
2997,60,91,70,杜质大,102997,0,95,77,8,95,86,89,13980432990
2998,65,94,87,朱间动,102998,0,71,81,9,66,91,85,13574718309
2999,66,78,96,聂小国,102999,0,70,57,10,89,90,91,13739468526
3000,93,84,100,王民琳,103000,1,68,82,11,79,98,70,13448379550
3001,61,91,76,方明关,103001,0,92,83,12,79,72,83,13010181487
3002,81,84,85,唐茜不,103002,1,88,70,13,86,72,74,13542896006
3003,91,80,72,白好学,103003,0,61,60,14,86,70,65,13649504992
3004,78,77,90,区成社,103004,0,45,72,15,71,67,86,13865928056
3005,74,93,96,白长地,103005,1,80,80,16,79,60,90,14076807249
3006,79,83,86,蒋好年,103006,1,95,64,17,70,80,84,14048274775
3007,86,85,77,高艺并,103007,1,54,52,18,81,60,88,13694241295
3008,100,82,74,颜原蕊,103008,1,80,81,19,93,84,91,13943961360
3009,87,93,89,周义志,103009,1,94,65,20,79,90,88,13371757161
3010,89,91,89,胡雪黻,103010,0,75,46,21,73,90,83,13255108088
3011,77,83,94,聂部样,103011,0,67,88,22,87,86,85,14039309206
3012,70,79,72,铁莹沫,103012,0,51,58,23,65,67,76,13652393374
3013,75,79,75,安晗倩,103013,1,88,56,24,65,79,65,13487447815
3014,65,80,82,罗社军,103014,0,52,71,25,76,98,94,13930217210
3015,81,79,93,段起涵,103015,0,86,47,26,80,87,81,13695279813
3016,97,86,80,文月子,103016,0,99,52,27,75,79,74,13660836115
3017,92,92,92,罗各来,103017,1,84,45,28,75,97,75,13659789991
3018,68,91,71,铁大晗,103018,1,92,52,29,97,71,82,13980402988
3019,81,75,81,曹那员,103019,1,70,84,30,94,83,67,13062187494
3020,88,80,74,姜好能,103020,1,81,45,31,87,88,82,13869189364
3021,77,88,72,吕蕊是,103021,1,57,90,32,78,67,72,13812791773
3022,98,94,90,易民各,103022,1,64,48,33,71,77,68,13210446871
3023,71,77,76,魏中依,103023,1,97,97,34,65,69,93,13465664788
3024,97,77,75,谢地上,103024,1,60,95,35,75,97,95,13591348067
3025,68,85,92,崔个义,103025,1,51,71,36,80,79,93,13059047034
3026,73,82,86,林那行,103026,1,76,57,37,75,78,68,13938247572
3027,76,79,97,张雪建,103027,1,73,60,38,91,73,67,13062557949
3028,76,92,85,傅琳文,103028,0,59,91,39,80,98,67,13862997033
3029,63,93,96,韩依电,103029,0,51,90,40,87,85,74,13676007332
3030,59,81,70,尹义蕊,103030,1,97,70,41,82,85,91,13667882476
3031,79,88,72,庄想形,103031,0,94,73,42,93,93,89,13015977389
3032,55,93,79,俞质有,103032,0,99,69,43,90,61,87,13523256691
3033,87,82,83,钟动分,103033,0,81,83,44,83,84,90,13027892629
3034,83,81,82,钱来行,103034,0,89,46,45,90,92,88,14081275666
3035,83,81,80,区可艺,103035,0,88,93,46,76,72,89,13994275041
3036,55,84,85,李有心,103036,0,90,62,47,79,76,92,14010154881
3037,90,78,80,曹了行,103037,1,82,99,48,94,65,73,13528851527
3038,73,81,85,施美晗,103038,0,88,71,49,96,61,73,13520979267
3039,84,86,83,陈同展,103039,1,56,46,50,98,86,74,13723956528
3040,77,85,76,贾于起,103040,1,52,69,51,81,87,72,14077736226
3041,86,94,82,秦可象,103041,0,55,91,52,94,93,80,13248763815
3042,90,81,73,齐起得,103042,0,60,64,53,88,80,65,13853867440
3043,55,79,95,陈晴黻,103043,0,71,81,54,97,92,68,13198068525
3044,65,85,91,史及展,103044,1,62,93,55,93,86,81,13734777482
3045,59,84,71,彭茜动,103045,0,94,62,56,75,94,71,13470849397
3046,66,83,76,夏黻在,103046,0,51,73,57,68,69,91,14015249906
3047,91,91,83,吴时倩,103047,1,66,75,58,66,75,88,13627614575
3048,61,81,82,文业中,103048,0,48,62,59,93,92,87,13174777096
3049,68,84,81,蒋样想,103049,1,68,76,60,69,94,69,13770283185
3050,82,86,73,潘动动,103050,0,84,48,61,95,76,86,13917217994
3051,58,89,73,徐乐灵,103051,0,90,50,62,68,64,71,13845328973
3052,71,77,80,丁成月,103052,0,63,55,63,78,68,92,13035898383
3053,61,88,100,葛好重,103053,1,48,52,64,78,72,91,13151198024
3054,94,87,72,陆来表,103054,0,61,57,65,72,59,91,13116635120
3055,67,87,71,陶工沫,103055,1,79,98,1,75,82,80,13414801383
3056,82,91,86,杨月涵,103056,0,96,86,2,75,95,81,13734968531
3057,55,90,90,苏利平,103057,0,46,72,3,81,62,69,14017211318
3058,100,81,77,庞进公,103058,1,95,89,4,84,69,83,13170096132
3059,83,95,95,葛工北,103059,0,56,79,5,84,63,73,13867077829
3060,89,75,94,许道点,103060,0,66,70,6,71,85,67,13463063562
3061,95,83,77,段不长,103061,0,94,94,7,69,75,86,13772589861
3062,90,90,92,潘机一,103062,1,58,55,8,71,69,72,14034401986
3063,84,82,77,江得军,103063,0,54,63,9,86,61,78,13315402130
3064,57,88,71,萧新梦,103064,0,90,94,10,70,65,86,13498913974
3065,95,90,93,姜不工,103065,1,64,98,11,99,88,70,13296139369
3066,78,76,73,任沫北,103066,1,96,87,12,93,86,81,13698289895
3067,59,83,96,申果国,103067,0,69,46,13,74,92,91,13272553576
3068,81,93,89,庄晗果,103068,1,97,86,14,89,81,80,13686337326
3069,88,75,87,邢并起,103069,0,96,70,15,74,88,79,13246434524
3070,64,85,83,许大心,103070,0,84,48,16,98,64,83,13121187908
3071,77,95,99,谢为民,103071,0,67,74,17,94,84,92,13713863606
3072,82,88,84,邢上业,103072,0,70,61,18,90,77,89,13675078161
3073,60,92,91,温涵定,103073,0,81,49,19,79,82,79,13623711841
3074,57,84,72,文发文,103074,0,79,93,20,91,87,82,13374664028
3075,69,78,89,唐因沫,103075,0,72,56,21,84,96,90,13979495632
3076,95,78,70,陈琳因,103076,0,70,80,22,97,73,66,13869821278
3077,80,87,81,何因在,103077,0,76,71,23,97,98,74,13048963493
3078,92,84,95,章玉蕊,103078,0,53,75,24,86,75,66,13350965525
3079,79,93,82,郭生因,103079,0,51,61,25,82,78,74,13877673716
3080,93,75,97,雷有公,103080,0,57,62,26,87,94,77,13724547277
3081,95,80,84,林起间,103081,0,99,64,27,67,61,78,13079684813
3082,86,76,96,蒋有定,103082,0,46,82,28,78,71,91,13059891273
3083,72,78,88,江动方,103083,1,70,88,29,84,78,80,13539287356
3084,95,82,77,蓝沫平,103084,1,51,96,30,99,95,91,13115881122
3085,89,93,90,董意小,103085,0,53,82,31,66,60,88,13317032531
3086,85,82,72,董理年,103086,1,90,62,32,66,78,73,13453976427
3087,90,84,88,莫莹治,103087,0,84,86,33,76,98,73,13638267773
3088,81,89,82,邱正机,103088,0,62,51,34,71,80,73,13163281519
3089,57,90,70,邱希依,103089,1,45,67,35,81,91,76,13293641513
3090,64,90,89,孙瑶作,103090,1,99,62,36,99,80,65,13022663462
3091,56,79,85,安多正,103091,1,79,64,37,82,97,78,13420036018
3092,80,93,73,常样年,103092,0,46,83,38,82,76,69,13246079407
3093,77,88,100,孔相然,103093,1,73,80,39,77,89,66,13632569821
3094,72,84,86,胡梅月,103094,1,87,49,40,92,70,82,13474094010
3095,94,87,89,胡蕊实,103095,1,61,83,41,100,86,70,13251502267
3096,99,84,84,薛为全,103096,1,68,71,42,93,87,79,13144965856
3097,65,84,75,赫变上,103097,0,88,47,43,90,78,74,13846577801
3098,80,75,86,蓝为因,103098,1,54,90,44,90,88,81,13751583603
3099,61,77,94,程玉晗,103099,1,60,55,45,89,96,84,13680295372
3100,60,87,75,汤在法,103100,1,89,82,46,79,73,87,13743688111
3101,83,92,78,袁机进,103101,0,93,89,47,68,70,80,14058214665
3102,89,75,81,唐动和,103102,0,50,98,48,73,68,74,13860771115
3103,82,89,83,韩晗点,103103,0,81,85,49,86,65,79,13966227008
3104,95,89,92,邢希月,103104,1,97,83,50,87,79,93,14091763339
3105,97,75,75,苏那了,103105,1,58,61,51,93,92,92,13036898757
3106,86,85,97,徐业公,103106,1,60,73,52,81,63,85,13866593568
3107,71,77,82,常政上,103107,0,98,88,53,68,79,81,13693684045
3108,82,90,91,张悦立,103108,1,88,77,54,96,97,89,13153968474
3109,58,81,88,周义军,103109,0,67,68,55,100,59,70,13444218891
3110,90,92,92,施点机,103110,1,70,93,56,99,74,73,13257702905
3111,99,89,73,林能根,103111,0,72,75,57,66,98,78,13457138151
3112,87,82,85,汪一倩,103112,1,59,80,58,76,88,75,14033077122
3113,78,77,93,姜生玉,103113,0,80,72,59,83,92,74,14089571826
3114,86,88,85,邵晴运,103114,0,84,67,60,92,83,88,13557075899
3115,98,81,81,施表年,103115,1,85,54,61,85,91,94,13789905855
3116,83,86,85,何重进,103116,1,100,53,62,74,96,77,13388466009
3117,58,94,98,杜点明,103117,0,94,63,63,65,81,95,13495718640
3118,64,87,71,吴展那,103118,0,53,95,64,65,87,78,13237469356
3119,89,94,79,胡雪月,103119,0,96,45,65,66,83,86,13323308734
3120,61,94,84,贺社间,103120,0,89,67,1,86,78,65,13976956767
3121,59,90,70,崔及月,103121,0,56,84,2,71,70,74,13513728865
3122,98,85,78,薛重小,103122,1,95,82,3,83,75,81,14070271231
3123,75,79,75,钟茜展,103123,1,66,99,4,68,63,69,13215395152
3124,61,87,92,朱沫瑶,103124,1,65,65,5,96,79,69,13396888261
3125,96,78,76,朱治学,103125,0,57,91,6,67,98,67,13068147834
3126,83,93,100,申倩定,103126,0,92,52,7,75,61,85,13528892729
3127,77,85,98,罗新相,103127,0,87,46,8,80,81,92,13448785983
3128,73,77,73,魏彤茜,103128,0,54,58,9,73,74,95,13232283144
3129,67,92,86,严可年,103129,0,60,69,10,97,91,86,13545019812
3130,76,90,80,万用业,103130,0,73,97,11,84,84,81,13485064836
3131,97,95,95,何利小,103131,0,46,78,12,90,63,66,13572364877
3132,69,83,71,罗长能,103132,1,95,57,13,99,67,74,14062204753
